카드 ID,카드명,카드 브랜드,체크/신용,이미지 URL,카드 디테일 링크,통합혜택,대분류태그,소분류태그
1269,삼성지엔미카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1385/card_img/20758/1385card.png,https://www.card-gorilla.com/card/detail/1385,주유 S OIL 리터당 보너스포인트 적립 무이자할부 주요 쇼핑가맹점 푸드 아웃백 스타벅스 할인 테마파크 놀이공원 입장권 및 자유이용권 OTT 영화 문화 경기관람 프로스포츠 프로모션 서비스 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '문화서비스', '휴게소/대형업체', '경기관람', '수리서비스']"
1270,삼성지엔미e포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1386/card_img/20757/1386card.png,https://www.card-gorilla.com/card/detail/1386,모든가맹점 빅포인트 적립 무이자할부 온라인 쇼핑몰 및 주요 백화점 할인점 패션브랜드 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 할인 테마파크 놀이공원 입장권 자유이용권 경기관람 프로스포츠 프로모션 서비스 영화 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1271,신라피트니스클럽 삼성플래티늄카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1387/card_img/20756/1387card.png,https://www.card-gorilla.com/card/detail/1387,바우처 기프트 옵션 서비스 모든가맹점 빅포인트 기본적립 주유 S OIL 리터당 보너스포인트 적립 공항라운지 PP PP카드 여행자보험 무료 가입 등 경기관람 프로스포츠 프로모션 테마파크 주요 놀이공원 입장권 및 자유이용권 할인 프리미엄 VISA PLATINUM 등급 기타 호텔신라 발렛파킹 무료이용,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '숙박', '경기관람', '연료판매']"
1272,신라피트니스클럽 멤버십 삼성플래티늄카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1388/card_img/20754/1388card.png,https://www.card-gorilla.com/card/detail/1388,주유 S OIL 리터당 보너스포인트 적립 공항라운지 PP Priority Pass 공항 라운지 이용 무료 경기관람 프로스포츠 프로모션 서비스 자동차 하이패스 호텔신라 발렛파킹 무료이용 프리미엄 VISA PLATINUM 등급 여행 숙박 삼성카드여행센터 할인,"['공연/전시', '생활서비스', '여가/오락']","['교통서비스', '숙박', '경기관람', '연료판매']"
1273,신라피트니스클럽 스카이패스 삼성플래티늄카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1389/card_img/20753/1389card.png,https://www.card-gorilla.com/card/detail/1389,바우처 기프트 옵션 서비스 대한항공 원당 스카이패스 마일리지 적립 공항라운지 PP PP카드 여행자보험 무료 가입 등 경기관람 프로스포츠 프로모션 테마파크 주요 놀이공원 입장권 및 자유이용권 할인 자동차 하이패스 호텔신라 발렛파킹 무료이용 프리미엄 VISA PLATINUM 등급 무이자할부 백화점 할인점 주유 S OIL 리터당 보너스포인트,"['공연/전시', '생활서비스', '소매/유통', '여가/오락']","['취미/오락', '교통서비스', '연료판매', '숙박', '경기관람']"
1274,LG U+ Bora 신한카드 Big Plus,신한카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1390/card_img/20752/1390card.png,https://www.card-gorilla.com/card/detail/1390,통신 LG U 요금 통합 최대 만 천원 결제일 할인 LGU 스마트할부 서비스 제공 주유 현대오일뱅크 시 P L 적립 영화 인터파크 YES 예매 테마파크 롯데월드 서울랜드 자유이용권,"['생활서비스', '소매/유통', '여가/오락']","['취미/오락', '연료판매']"
1275,탑모아 체크카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1391/card_img/20751/1391card.png,https://www.card-gorilla.com/card/detail/1391,주유 전국 주유소 리터당 원 할인 베이커리 캐시백 테마파크 놀이공원 현장할인 제공 영화 영화관 예매 시 천원 학원 학원업종 헤어 미용일 마트 편의점 탑마트 이용시,"['디저트', '생활서비스', '소매/유통', '여가/오락']","['취미/오락', '음/식료품소매', '제과/제빵/떡/케익', '연료판매']"
1276,메가쇼핑체크카드,BNK부산은행,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/1392/card_img/20750/1392card.png,https://www.card-gorilla.com/card/detail/1392,주유 전국 주유소 캐시백 카페 디저트 커피 맥도날드 할인 마트 편의점 메가마트 쇼핑 채널 영화 영화관 예매 시 천원 기타 농심계열사 그린서비스,"['디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['커피/음료', '음/식료품소매', '패스트푸드', '연료판매']"
1278,현대백화점 체크카드,BNK부산은행,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/1394/card_img/20748/1394card.png,https://www.card-gorilla.com/card/detail/1394,모든가맹점 모든 가맹점 캐시백 특정업종 추가로 공연 전시 문화할인 서비스 백화점 현대백화점 현장할인,"['공연/전시', '소매/유통']","['공연관람', '전시장', '문화서비스']"
1279,DUAL PARTNERS 기업카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1395/card_img/20747/1395card.png,https://www.card-gorilla.com/card/detail/1395,비즈니스 기업용 특화서비스 주유 S OIL 리터당 원 청구할인 모든가맹점 전 가맹점 최대 할인 쇼핑 백화점 대형마트,"['생활서비스', '소매/유통']",['연료판매']
1281,YO 체크카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1397/card_img/20713/1397card.png,https://www.card-gorilla.com/card/detail/1397,지역 YO 가맹점 할인 대중교통 후불 교통 서비스 교육 육아 외국어 시험 응시료 OTT 영화 문화 및 공연,"['공연/전시', '생활서비스']","['공연관람', '문화서비스', '교통서비스']"
1282,마이존 그린 체크카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1398/card_img/20712/1398card.png,https://www.card-gorilla.com/card/detail/1398,기타 그린 특화 서비스 패밀리레스토랑 할인 카페 커피전문점 OTT 영화 문화 영화관 원 할인도서,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['커피/음료', '문화서비스', '휴게소/대형업체', '제과/제빵/떡/케익']"
1283,미래에셋아내펀드CMA 삼성체크카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1399/card_img/20711/1399card.png,https://www.card-gorilla.com/card/detail/1399,주유 S OIL 리터당 보너스포인트 적립 푸드 아웃백 스타벅스 할인 테마파크 주요 놀이공원 입장권 및 자유이용권 OTT 영화 문화 경기관람 프로스포츠 프로모션 서비스 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '문화서비스', '휴게소/대형업체', '경기관람', '수리서비스']"
1284,무비매니아 삼성지엔미포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1400/card_img/20710/1400card.png,https://www.card-gorilla.com/card/detail/1400,영화 무비매니아 할인 및 초대권 제공 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 헤어 미용실 테마파크 주요 놀이공원 입장권 자유이용권 경기관람 프로스포츠 프로모션 서비스 여행 숙박 삼성카드여행센터 정비 닥터카서비스 무이자할부 쇼핑가맹점,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1285,무비매니아 삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1401/card_img/20709/1401card.png,https://www.card-gorilla.com/card/detail/1401,영화 무비매니아 할인 및 초대권 제공 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 자유이용권 정비 닥터카서비스 여행 숙박 삼성카드여행센터,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1286,메가티즌 삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1402/card_img/20708/1402card.png,https://www.card-gorilla.com/card/detail/1402,영화 메가티즌 멤버십서비스 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 할인 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 및 자유이용권 정비 닥터카서비스 여행 숙박 삼성카드여행센터,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '커피/음료', '경기관람', '수리서비스']"
1287,DGB UntacT 카드,iM뱅크,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1403/card_img/20707/1403card.png,https://www.card-gorilla.com/card/detail/1403,간편결제 할인 배달앱 배달 앱 디지털구독 스트리밍,"['전자상거래', '생활서비스', '식사']",['음식배달서비스']
1288,메가티즌 삼성지엔미포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1404/card_img/20706/1404card.png,https://www.card-gorilla.com/card/detail/1404,영화 메가티즌 멤버십서비스 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 할인 테마파크 주요 놀이공원 입장권 및 자유이용권 경기관람 프로스포츠 프로모션 서비스 여행 숙박 삼성카드여행센터 정비 닥터카서비스 무이자할부 쇼핑가맹점,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '커피/음료', '경기관람', '수리서비스']"
1289,우리 국민연금증카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1405/card_img/20705/1405card.png,https://www.card-gorilla.com/card/detail/1405,대중교통 버스요금 최대 천원 지원 기차 KTX승차권 추가할인 기타 공항라운지 무료이용 및 공항 교통할인 여행사 프리미엄 투어 서비스 전통시장 대형마트 백화점 하나로마트 청구할인 병원 전국 병의원 한의원 통신 통신요금 할인 베이커리 이미용 업종 통합 영화 영화관 주유소 S OIL 리터당 원 패밀리레스토랑 패밀리래스토랑 테마파크 놀이공원 은행사 우리은행 거래 수수료 면제,"['의료/건강', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '교통서비스', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '일반병원']"
1290,리브로 삼성지엔미포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1406/card_img/20675/1406card.png,https://www.card-gorilla.com/card/detail/1406,도서 리브로 할인 및 멤버십 서비스 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 헤어 미용실 테마파크 주요 놀이공원 입장권 자유이용권 경기관람 프로스포츠 프로모션 여행 숙박 삼성카드여행센터 무이자할부 쇼핑가맹점 정비 닥터카서비스 영화,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1291,리브로 삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1407/card_img/20674/1407card.png,https://www.card-gorilla.com/card/detail/1407,도서 리브로 할인 및 멤버십 서비스 모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 자유이용권 영화 정비 닥터카서비스 여행 숙박 삼성카드여행센터,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1293,현대카드M2 Lady RED MEMBERS Platinum(구 Qmembers),현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1409/card_img/20672/1409card.png,https://www.card-gorilla.com/card/detail/1409,적립 모든 가맹점에서 기본 M포인트 적립온라인쇼핑 시 추가 할인 롯데백화점 이마트 G마켓 등 주요 쇼핑처 사용처 테마파크 에버랜드 자유이용권 캐리비안베이 현장 할인롯데월드 경주월드 캘리포니아비치 교육 육아 짐보리 야마하음악교실 육아교육 원 만원 할인육아용품 최고 뷰티 피트니스 화장품 전문점 뷰티플렉스 할인피부미용 제휴 PLCC KIA Members 멤버십서비스 프리미엄 서비스 현대카드 플래티넘서비스,"['디저트', '전자상거래', '소매/유통', '여가/오락']","['취미/오락', '인터넷쇼핑', '화장품소매', '커피/음료']"
1294,현대카드M BLUEmembers,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1410/card_img/20671/1410card.png,https://www.card-gorilla.com/card/detail/1410,적립 모든 가맹점에서 기본 M포인트 적립제휴 온라인쇼핑 시 추가 멤버십포인트 일상생활 쇼핑 자동차구매 H Coin 현대카드 Gift카드 등다양한 사용처에서 사용 제휴 PLCC BLUE Members 멤버십서비스,"['전자상거래', '생활서비스']",['인터넷쇼핑']
1297,다둥이행복체크카드,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1413/card_img/20668/1413card.png,https://www.card-gorilla.com/card/detail/1413,영화 전국 영화관 천원 청구할인 테마파크 놀이공원 할인 서비스 교육 육아 유아 의류용품 한국프뢰벨 상품구매시 및 TOP포인트 적립 기타 문구 할인서비스 모아포인트,"['생활서비스', '소매/유통', '여가/오락']","['취미/오락', '의복/의료', '사무/교육용품']"
1299,우리 SCHOOL CHECK,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1415/card_img/20665/1415card.png,https://www.card-gorilla.com/card/detail/1415,편의점 올리브영 천원 캐시백 도서 서점 패스트푸드 베이커리 기타 티머니 대중교통,"['디저트', '식사', '생활서비스', '소매/유통']","['음/식료품소매', '화장품소매', '교통서비스', '제과/제빵/떡/케익', '패스트푸드', '커피/음료']"
1300,서울대학교 CHECK,우리카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1416/card_img/20663/1416card.png,https://www.card-gorilla.com/card/detail/1416,온라인쇼핑 G마켓 옥션 할인 카페 스타벅스 베이커리 파리바케뜨 베스킨라빈스 던킨도너츠 패스트푸드 편의점 올리브영 영화 영화관 대중교통 천원 기타 어학원 및 어학시험 응시료 통신 휴대전화요금 도서 OK캐쉬백 멤버십 서비스,"['전자상거래', '디저트', '식사', '소매/유통', '생활서비스', '여가/오락']","['음/식료품소매', '화장품소매', '교통서비스', '제과/제빵/떡/케익', '인터넷쇼핑', '패스트푸드']"
1301,새마을금고 삼성럭투유카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1417/card_img/20662/1417card.png,https://www.card-gorilla.com/card/detail/1417,금융 새마을금고 현금카드 기능 캐시백 Lucky 주유 S OIL 리터당 보너스포인트 적립 테마파크 주요 놀이공원 입장권 및 자유이용권 할인 경기관람 프로스포츠 경기 OTT 영화 문화,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '문화서비스', '연료판매']"
1302,새마을금고 데일리 삼성카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1418/card_img/20661/1418card.png,https://www.card-gorilla.com/card/detail/1418,모든가맹점 국내외 가맹점 할인 대중교통 통신 이동통신 카페 커피전문점 편의점,"['디저트', '식사', '생활서비스', '소매/유통']","['커피/음료', '음/식료품소매', '제과/제빵/떡/케익', '교통서비스']"
1303,신세계이마트 삼성카드 7+,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1419/card_img/20660/1419card.png,https://www.card-gorilla.com/card/detail/1419,모든가맹점 빅포인트 적립 주유 GS칼텍스 S OIL 주유시 포인트 백화점 신세계백화점 할인 및 무이자할부 무료주차권 제공 등 대형마트 이마트 패밀리레스토랑 아웃백 삼성관계사 영화 CGV 원 테마파크 주요 놀이공원 입장권 자유이용권 정비 닥터카서비스 경기관람 프로스포츠 경기 프리미엄 MASTER 서비스,"['공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '휴게소/대형업체', '경기관람', '수리서비스']"
1305,삼성플래티늄라이프카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1421/card_img/20658/1421card.png,https://www.card-gorilla.com/card/detail/1421,기타 기프트 모든가맹점 빅포인트 기본적립 주유 S OIL 리터당 보너스포인트 적립 경기관람 프로스포츠 프로모션 서비스 테마파크 주요 놀이공원 입장권 및 자유이용권 할인 프리미엄 VISA PLATINUM 등급,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매']"
1306,삼성카드 7,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1422/card_img/20652/1422card.png,https://www.card-gorilla.com/card/detail/1422,모든가맹점 빅포인트 적립 멤버십포인트 삼성전자 세이브포인트 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 할인 테마파크 주요 놀이공원 입장권 및 자유이용권 영화 CGV 원 여행 숙박 아멕스 서비스,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '숙박', '경기관람', '연료판매']"
1307,삼성카드 7+,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1423/card_img/20651/1423card.png,https://www.card-gorilla.com/card/detail/1423,모든가맹점 빅포인트 적립 주유 GS칼텍스 S OIL 주유시 포인트 패밀리레스토랑 아웃백 할인 제휴 PLCC 삼성관계사 무이자할부 영화 CGV 원 테마파크 주요 놀이공원 입장권 및 자유이용권 정비 닥터카서비스 경기관람 프로스포츠 경기 여행 숙박 아멕스 서비스,"['공연/전시', '생활서비스', '식사', '여가/오락']","['취미/오락', '연료판매', '숙박', '휴게소/대형업체', '경기관람', '수리서비스']"
1308,스타트럭 플러스 현대오일뱅크카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1424/card_img/20650/1424card.png,https://www.card-gorilla.com/card/detail/1424,자동차 영업용화물차 월 L 유가보조금 지원 주유 전국 현대오일뱅크 화물차 우대 주유소에서 리터당 원 할인 경유대상 생활 커피전문점 대 대형마트 정비 비즈니스 부가세 환급신고 편의서비스 기타 국토교통부 화물운송사업 발전기금 지급,"['디저트', '생활서비스', '소매/유통']","['제과/제빵/떡/케익', '커피/음료', '연료판매', '수리서비스']"
1310,삼성전자 삼성애니패스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1426/card_img/20648/1426card.png,https://www.card-gorilla.com/card/detail/1426,쇼핑 삼성전자포인트 적립 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 프로모션 서비스 영화 할인 정비 닥터카서비스 테마파크 놀이공원,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매', '수리서비스']"
1311,삼성애니패스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1427/card_img/20647/1427card.png,https://www.card-gorilla.com/card/detail/1427,주유 S OIL 리터당 보너스포인트 적립 경기관람 프로스포츠 프로모션 서비스 영화 할인 테마파크 놀이공원 및 워터파크 정비 닥터카서비스,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매', '수리서비스']"
1312,삼성애니패스포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1428/card_img/20646/1428card.png,https://www.card-gorilla.com/card/detail/1428,모든가맹점 빅포인트 적립 주유 S OIL 리터당 보너스포인트 푸드 아웃백 스타벅스 할인 경기관람 프로스포츠 경기 테마파크 주요 놀이공원 입장권 및 자유이용권 영화 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1313,삼성애니패스e포인트카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1429/card_img/20645/1429card.png,https://www.card-gorilla.com/card/detail/1429,모든가맹점 빅포인트 적립 무이자할부 온라인쇼핑몰 주유 S OIL 리터당 보너스포인트 경기관람 프로스포츠 경기 할인 푸드 아웃백 스타벅스 테마파크 주요 놀이공원 입장권 및 자유이용권 영화 정비 닥터카서비스,"['전자상거래', '디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '연료판매', '제과/제빵/떡/케익', '인터넷쇼핑', '휴게소/대형업체', '경기관람', '수리서비스']"
1314,부빅스 부가세 환급카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1430/card_img/20644/1430card.png,https://www.card-gorilla.com/card/detail/1430,주유 GS칼텍스 리터당 원 청구할인 쇼핑 면세점 할인 무이자 할부 서비스 BC TOP 비씨 가맹점에서 포인트 적립 택시 부산 등대콜 비즈니스 부가세 환급서비스,['생활서비스'],"['교통서비스', '연료판매']"
1315,CJ 삼성애니패스카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1431/card_img/20643/1431card.png,https://www.card-gorilla.com/card/detail/1431,제휴 PLCC CJ오쇼핑 CJ푸드빌 올리브영 등 할인 영화 주유 S OIL 리터당 보너스포인트 적립 경기관람 프로스포츠 경기 패밀리레스토랑 아웃백 테마파크 주요 놀이공원 입장권 및 자유이용권 정비 닥터카서비스,"['공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '화장품소매', '연료판매', '휴게소/대형업체', '경기관람', '수리서비스']"
1316,CJ 삼성지엔미카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1432/card_img/20642/1432card.png,https://www.card-gorilla.com/card/detail/1432,제휴 PLCC CJ오쇼핑 CJ푸드빌 올리브영 등 할인 영화 무이자할부 주요 쇼핑가맹점 경기관람 프로스포츠 프로모션 서비스 주유 S OIL 리터당 보너스포인트 적립 테마파크 놀이공원 입장권 및 자유이용권 푸드 아웃백 스타벅스 정비 닥터카서비스,"['디저트', '공연/전시', '식사', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '화장품소매', '연료판매', '제과/제빵/떡/케익', '휴게소/대형업체', '경기관람', '수리서비스']"
1317,후불 하이패스카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1433/card_img/20641/1433card.png,https://www.card-gorilla.com/card/detail/1433,하이패스 이용방법 통행료 자동할인 및 경차할인,['생활서비스'],['교통서비스']
1318,스타트럭Ⅱ GS칼텍스카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1434/card_img/20640/1434card.png,https://www.card-gorilla.com/card/detail/1434,주유소 GS칼텍스 화물특화 주유 할인 자동차 영업용화물차 월 L 유가보조금 지원 비즈니스 부가세 환급신고 편의서비스,['생활서비스'],['연료판매']
1319,현대카드M RED MEMBERS(구 Qmembers),현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1435/card_img/20639/1435card.png,https://www.card-gorilla.com/card/detail/1435,적립 모든 가맹점에서 기본 M포인트 적립제휴 온라인쇼핑 시 추가 멤버십포인트 일상생활 쇼핑 자동차구매 H Coin 현대카드 Gift카드 등다양한 사용처에서 사용 제휴 PLCC KIA Members 멤버십서비스,"['전자상거래', '생활서비스']",['인터넷쇼핑']
1320,스타트럭플러스 S-OIL카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1436/card_img/20638/1436card.png,https://www.card-gorilla.com/card/detail/1436,자동차 영업용화물차 월 L 유가보조금 지원 주유 전국 S OIL 화물차 우대 주유소에서 리터당 원 할인 경유대상 생활 커피전문점 대 대형마트 정비 비즈니스 부가세 환급신고 편의서비스 기타 국토교통부 화물운송사업 발전기금 지급,"['디저트', '생활서비스', '소매/유통']","['제과/제빵/떡/케익', '커피/음료', '연료판매', '수리서비스']"
1321,현대카드M Lady BLUEmembers,현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1437/card_img/20637/1437card.png,https://www.card-gorilla.com/card/detail/1437,적립 모든 가맹점에서 기본 M포인트 적립온라인쇼핑 시 추가 멤버십포인트 일상생활 쇼핑 자동차구매 H Coin 현대카드 Gift카드 등다양한 사용처에서 사용 할인 롯데백화점 이마트 G마켓 등 주요 쇼핑처 사용처 테마파크 에버랜드 자유이용권 캐리비안베이 현장 할인롯데월드 경주월드 캘리포니아비치 교육 육아 짐보리 야마하음악교실 육아교육 원 만원 할인육아용품 최고 뷰티 피트니스 화장품 전문점 뷰티플렉스 할인피부미용 제휴 PLCC BLUE Members 멤버십서비스,"['전자상거래', '디저트', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '인터넷쇼핑', '화장품소매', '커피/음료']"
1322,해피포인트 체크카드,BNK부산은행,체크카드,https://d1c5n4ri2guedi.cloudfront.net/card/1438/card_img/20636/1438card.png,https://www.card-gorilla.com/card/detail/1438,해피포인트 가맹점 할인 및 적립 패밀리레스토랑 캐시백 편의점 OTT 영화 문화 천원 서적 토익시험응시료,"['공연/전시', '식사', '생활서비스', '소매/유통']","['음/식료품소매', '휴게소/대형업체', '문화서비스', '서적/도서']"
1323,현대카드M Lady REDmembers(구 Qmembers),현대카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1439/card_img/20635/1439card.png,https://www.card-gorilla.com/card/detail/1439,적립 모든 가맹점에서 기본 M포인트 적립온라인쇼핑 시 추가 멤버십포인트 일상생활 쇼핑 자동차구매 H Coin 현대카드 Gift카드 등다양한 사용처에서 사용 할인 롯데백화점 이마트 G마켓 등 주요 쇼핑처 사용처 테마파크 에버랜드 자유이용권 캐리비안베이 현장 할인롯데월드 경주월드 캘리포니아비치 교육 육아 짐보리 야마하음악교실 육아교육 원 만원 할인육아용품 최고 뷰티 피트니스 화장품 전문점 뷰티플렉스 할인피부미용 제휴 PLCC KIA Members 멤버십서비스,"['전자상거래', '디저트', '소매/유통', '생활서비스', '여가/오락']","['취미/오락', '인터넷쇼핑', '화장품소매', '커피/음료']"
1324,하이 체크카드,BNK부산은행,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1440/card_img/20634/1440card.png,https://www.card-gorilla.com/card/detail/1440,BC TOP 포인트 적립 주유 SK주유소 할인 영화 영화관 원 택시,"['생활서비스', '여가/오락']","['교통서비스', '연료판매']"
1326,CJ 삼성애니스타일카드,삼성카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1442/card_img/20632/1442card.png,https://www.card-gorilla.com/card/detail/1442,영화 CGV 동반 인 할인 주유 S OIL 리터당 보너스포인트 적립 멤버십포인트 애니스타일 리워드서비스 무이자할부 선택서비스 경기관람 프로스포츠 경기 테마파크 주요 놀이공원 입장권 및 자유이용권,"['공연/전시', '생활서비스', '여가/오락']","['취미/오락', '경기관람', '연료판매']"
1327,에버랜드 판다카드,KB국민카드,신용카드,https://d1c5n4ri2guedi.cloudfront.net/card/1443/card_img/20631/1443card.png,https://www.card-gorilla.com/card/detail/1443,테마파크 에버랜드 자유이용권 대인 동반 소인 매 현장할인캐리비안베이 입장권 현장할인 할인 직영 기념품 매장 현장할인연간회원권 패밀리레스토랑 VIPS 아웃백 TGIF 청구할인 레저 스포츠 스타포유 와 제휴된 전통고택 글램핑 카라반 우대,"['식사', '여가/오락']","['취미/오락', '휴게소/대형업체']"
